# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,43.62019590073476,-135.0,5.396076032258547,0.1853198498356678,0.0,0.0
 0.04584805539277235,0.0052551104582468046,0.11462013848193088,2.5000000000000004,43.62019590073476,-135.44,5.396076032258547,0.1853198498356678,0.0,0.0
 0.06545121953186639,0.010709655345521424,0.278248187311597,8.347022331121908,41.964573410854186,-135.88,4.7963156567772955,0.20849336690069153,-84.4569008417785,-4308.3300350145255
 0.08091085624196817,0.016366416644521105,0.36590518943458655,5.670055756595618,40.43778669842017,-136.32,4.274085108193361,0.23396820013785266,-98.7595466222287,-925.1605357003256
 0.09429243285489995,0.022227657234239546,0.43800822274217033,5.38823155097467,39.0274463766901,-136.76,3.818838269685106,0.26185974094222586,-105.39418205528393,-495.8037176758094
 0.10638644558415619,0.028295189510076573,0.5016971960976404,5.266157294625804,37.72239061337517,-137.2,3.4213371104992447,0.2922833873725115,-107.90924340255748,-207.9592111879809
 0.11759325543821052,0.03457043431139058,0.5599492525559169,5.197916018643113,36.51260207777459,-137.64,3.0735708625643623,0.3253544638192182,-107.95119675943347,-3.743559266406924
 0.12814752665439458,0.04105447146909694,0.6143519552315133,5.154567431636076,35.38911245538924,-138.08,2.7686399401827226,0.361188172389799,-106.4488110427349,142.34859858393557
 0.13819997562996014,0.04774808316030396,0.6658687557108871,5.124800991737975,34.34390361712884,-138.52,2.500627844478846,0.3998995701051266,-103.97554275589755,246.03639300722762
 0.14785369947041824,0.05465179111772189,0.7151341877509448,5.1032568213304055,33.36981102473123,-138.96,2.2644744607658702,0.44160356732916695,-100.9032999592607,318.24432181924215
 0.1571825545075409,0.061765888603790176,0.7625906349448981,5.087060202469439,32.46043258524379,-139.4,2.05585788973101,0.4864149438514161,-97.48017692082492,366.93924654355027
 0.16624135217354075,0.06909046793121802,0.8085597667027052,5.074529032737083,31.610044607071192,-139.84,1.8710880929934846,0.5344483799264294,-93.87426560638794,398.0562815715553
 0.1750719214454483,0.07662544419650306,0.853283184047471,5.064613159996734,30.81352551099281,-140.28,1.7070133494621176,0.5858185000809171,-90.20019792068446,416.06238200199346
 0.1837069141781028,0.08437057579210207,0.896947089058876,5.056623249523237,30.066287331489328,-140.72,1.5609392360670888,0.6406399281240313,-86.53605192714186,424.33689372847937
 0.19217229995590954,0.09232548217586016,0.9396980353350307,5.050088371428117,29.364214680639922,-141.16,1.430559186300887,0.6990273520844539,-82.93451347367923,425.4429210898572
 0.20048906134947891,0.10048965930198779,0.9816534032634715,5.044676159746653,28.703610649839707,-141.6,1.313895392745871,0.7610955982653457,-79.43044167541046,421.3264794368349
 0.20867438084717588,0.1088624930548805,1.0229086054916363,5.040145621655019,28.081149034560898,-142.04,1.2092487499996258,0.826959713624107,-76.04609880578845,413.464968664234
 0.2167424932715707,0.11744327097394214,1.0635421852968645,5.036317997053208,27.493832243298012,-142.48000000000002,1.1151565819685174,0.8967350560176593,-72.79481994909588,402.9788735791507
 0.22470531147517767,0.1262311925128915,1.1036195118668706,5.033058088887669,26.938954267649112,-142.92000000000002,1.030357004274079,0.970537392235746,-69.6836172145127,390.7162834853965
 0.23257289441335388,0.1352253780395126,1.143195514721328,5.030261919759502,26.414068128272117,-143.36,0.9537589039183522,1.0484830032953552,-66.71504368006941,377.3170944329987
 0.24035380317385827,0.14442487675034446,1.1823167439680302,5.027848346619898,25.916957260384194,-143.8,0.8844166515393066,1.1306887972535606,-63.88853579818838,363.261923366623
 0.24805537579209386,0.1538286736483922,1.2210229474148777,5.025753228009552,25.445610355399825,-144.24,0.8215087894611922,1.2172724294963124,-61.201384230062935,348.9094632131195
 0.2556839421706323,0.16343569570978803,1.2593482949068153,5.023925281656978,24.99819922808157,-144.68,0.7643200536491449,1.3083524306677974,-58.64943753743349,334.5250688004607
 0.2632449941379295,0.1732448173466963,1.2973223407714056,5.022323087955775,24.573059328780968,-145.12,0.7122261891310883,1.404048342030211,-56.22761239301125,320.30267149293894
 0.27074332143792257,0.18325486525809562,1.3349707889396318,5.02091288656619,24.168672566510693,-145.56,0.6646811048228906,1.5044808596845216,-53.930262856177016,306.381602845792
 0.2781831215202355,0.19346462274685525,1.3723161073953962,5.019666932253675,23.783652150674612,-146.0,0.6212059897598121,1.609771986240261,-51.75144648730691,292.85953181053
 0.2855680889527972,0.20387283357038175,1.409378026182582,5.018562251713205,23.41672919644608,-146.44,0.5813800733219064,1.7200451922718487,-49.68511473871922,279.8024185559485
 0.29290148882016587,0.21447820538267431,1.4461739444324033,5.017579692272322,23.06674087194647,-146.88,0.5448327664472518,1.8354255866819555,-47.725247610859135,267.2521836128008
 0.30018621741687807,0.22527941281763292,1.4827192655926114,5.016703185991303,22.732619894251965,-147.32,0.5112369637695304,1.9560400966053928,-45.865947270197985,255.23261655901615
 0.3074248527732797,0.23627510025668172,1.5190276754754,5.015919174693415,22.413385206586906,-147.76000000000002,0.4803033230691643,2.082017658362107,-44.101501449819466,243.7539306104291
 0.3146196969790507,0.24746388431797414,1.5551113743808227,5.015216156658399,22.108133691029746,-148.20000000000002,0.45177536924851297,2.213489419893361,-42.42642464896113,232.81627133979597
 0.32177281184061096,0.25884435609953305,1.5909812720491563,5.014584326206307,21.816032790156573,-148.64000000000001,0.42542529545990027,2.350588953388311,-40.83548307645355,222.41241798828793
